
 
 ----------- 
 AdH Version 
 ----------- 
 Version 4.5 
 Compatible with Sedlib v1.3 
 
 --------------------- 
 AdH Build Information 
 --------------------- 
 SVN revision #  
 Build Date/Time: 2015.01.06 / 11:43:39 
 Built with DEBUG enabled 
 Built with XMS (*.dat) output file format 
 Built with STRUCTURES enabled 
 Built with Sedlib support enabled 
 Built with UMFPACK enabled 
 
 ------------------- 
 Runtime Information 
 ------------------- 
 AdH execution Date/Time: 2024.10.25 / 11:58:23 
 Launching AdH with project name: ADH_57_most Mesh 
 Launching AdH with run name: (unspecified) 
 AdH was launched with 1 processor 
alloc_adh :: allocating grid 
alloc_adh :: allocating physics 
--allocating 2d shallow water variables 
Successfully Initialized All ADH Variables 
ADH Binary Successfully Written 
 
adh_run_func :: tfinal = 2678400.000000  
Physics	Time	dt	Progress	Nonlinear Iteration	Linear Iterations	Max Resid Worst Node	Inc Max Worst Node	Nodes After Adaption 
HYD	7.89300000e+005	  3.000000e+002	%29.47	    1	0	10147	13	   10553 
HYD	7.89600000e+005	  3.000000e+002	%29.48	    1	0	475	13	   10553 
HYD	7.89900000e+005	  3.000000e+002	%29.49	    1	0	41	13	   10553 
HYD	7.90200000e+005	  3.000000e+002	%29.50	    1	0	41	13	   10553 
HYD	7.90500000e+005	  3.000000e+002	%29.51	    1	0	363	579	   10553 
HYD	7.90500000e+005	  3.000000e+002	%29.51	    2	0	8685	363	   10553 
HYD	7.90800000e+005	  3.000000e+002	%29.53	    1	0	41	579	   10553 
HYD	7.91100000e+005	  3.000000e+002	%29.54	    1	0	41	579	   10553 
HYD	7.91400000e+005	  3.000000e+002	%29.55	    1	0	41	579	   10553 
HYD	7.91700000e+005	  3.000000e+002	%29.56	    1	0	41	579	   10553 
HYD	7.92000000e+005	  3.000000e+002	%29.57	    1	0	41	579	   10553 
HYD	7.92300000e+005	  3.000000e+002	%29.58	    1	0	41	579	   10553 
HYD	7.92600000e+005	  3.000000e+002	%29.59	    1	0	41	579	   10553 
HYD	7.92900000e+005	  3.000000e+002	%29.60	    1	0	41	579	   10553 
HYD	7.93200000e+005	  3.000000e+002	%29.61	    1	0	41	579	   10553 
HYD	7.93500000e+005	  3.000000e+002	%29.63	    1	0	41	579	   10553 
HYD	7.93800000e+005	  3.000000e+002	%29.64	    1	0	41	579	   10553 
HYD	7.94100000e+005	  3.000000e+002	%29.65	    1	0	41	579	   10553 
HYD	7.94400000e+005	  3.000000e+002	%29.66	    1	0	41	579	   10553 
HYD	7.94700000e+005	  3.000000e+002	%29.67	    1	0	41	579	   10553 
HYD	7.95000000e+005	  3.000000e+002	%29.68	    1	0	41	13	   10553 
HYD	7.95300000e+005	  3.000000e+002	%29.69	    1	0	10382	13	   10553 
HYD	7.95300000e+005	  3.000000e+002	%29.69	    2	0	8656	10382	   10553 
HYD	7.95600000e+005	  3.000000e+002	%29.70	    1	0	41	13	   10553 
HYD	7.95900000e+005	  3.000000e+002	%29.72	    1	0	41	13	   10553 
HYD	7.96200000e+005	  3.000000e+002	%29.73	    1	0	41	13	   10553 
HYD	7.96500000e+005	  3.000000e+002	%29.74	    1	0	41	13	   10553 
HYD	7.96800000e+005	  3.000000e+002	%29.75	    1	0	41	13	   10553 
HYD	7.97100000e+005	  3.000000e+002	%29.76	    1	0	666	13	   10553 
HYD	7.97400000e+005	  3.000000e+002	%29.77	    1	0	41	13	   10553 
HYD	7.97700000e+005	  3.000000e+002	%29.78	    1	0	41	13	   10553 
HYD	7.98000000e+005	  3.000000e+002	%29.79	    1	0	629	13	   10553 
HYD	7.98300000e+005	  3.000000e+002	%29.81	    1	0	41	13	   10553 
HYD	7.98600000e+005	  3.000000e+002	%29.82	    1	0	41	13	   10553 
HYD	7.98900000e+005	  3.000000e+002	%29.83	    1	0	41	13	   10553 
HYD	7.99200000e+005	  3.000000e+002	%29.84	    1	0	41	13	   10553 
HYD	7.99500000e+005	  3.000000e+002	%29.85	    1	0	41	13	   10553 
HYD	7.99800000e+005	  3.000000e+002	%29.86	    1	0	10274	13	   10553 
HYD	8.00100000e+005	  3.000000e+002	%29.87	    1	0	41	13	   10553 
HYD	8.00400000e+005	  3.000000e+002	%29.88	    1	0	41	13	   10553 
HYD	8.00700000e+005	  3.000000e+002	%29.89	    1	0	41	13	   10553 
HYD	8.01000000e+005	  3.000000e+002	%29.91	    1	0	41	13	   10553 
HYD	8.01300000e+005	  3.000000e+002	%29.92	    1	0	41	13	   10553 
HYD	8.01600000e+005	  3.000000e+002	%29.93	    1	0	41	13	   10553 
HYD	8.01900000e+005	  3.000000e+002	%29.94	    1	0	41	13	   10553 
HYD	8.02200000e+005	  3.000000e+002	%29.95	    1	0	41	13	   10553 
HYD	8.02500000e+005	  3.000000e+002	%29.96	    1	0	41	13	   10553 
HYD	8.02800000e+005	  3.000000e+002	%29.97	    1	0	1758	13	   10553 
HYD	8.03100000e+005	  3.000000e+002	%29.98	    1	0	41	13	   10553 
HYD	8.03400000e+005	  3.000000e+002	%30.00	    1	0	239	13	   10553 
HYD	8.03700000e+005	  3.000000e+002	%30.01	    1	0	41	13	   10553 
HYD	8.04000000e+005	  3.000000e+002	%30.02	    1	0	41	13	   10553 
HYD	8.04300000e+005	  3.000000e+002	%30.03	    1	0	41	13	   10553 
HYD	8.04600000e+005	  3.000000e+002	%30.04	    1	0	379	13	   10553 
HYD	8.04900000e+005	  3.000000e+002	%30.05	    1	0	41	13	   10553 
HYD	8.05200000e+005	  3.000000e+002	%30.06	    1	0	224	13	   10553 
HYD	8.05500000e+005	  3.000000e+002	%30.07	    1	0	41	13	   10553 
HYD	8.05800000e+005	  3.000000e+002	%30.09	    1	0	41	13	   10553 
HYD	8.06100000e+005	  3.000000e+002	%30.10	    1	0	41	13	   10553 
HYD	8.06400000e+005	  3.000000e+002	%30.11	    1	0	41	13	   10553 
HYD	8.06700000e+005	  3.000000e+002	%30.12	    1	0	41	13	   10553 
HYD	8.07000000e+005	  3.000000e+002	%30.13	    1	0	41	13	   10553 
HYD	8.07300000e+005	  3.000000e+002	%30.14	    1	0	41	13	   10553 
HYD	8.07600000e+005	  3.000000e+002	%30.15	    1	0	428	13	   10553 
HYD	8.07600000e+005	  3.000000e+002	%30.15	    2	0	8656	429	   10553 
HYD	8.07900000e+005	  3.000000e+002	%30.16	    1	0	41	13	   10553 
HYD	8.08200000e+005	  3.000000e+002	%30.17	    1	0	41	13	   10553 
HYD	8.08500000e+005	  3.000000e+002	%30.19	    1	0	666	13	   10553 
HYD	8.08800000e+005	  3.000000e+002	%30.20	    1	0	41	13	   10553 
HYD	8.09100000e+005	  3.000000e+002	%30.21	    1	0	41	13	   10553 
HYD	8.09400000e+005	  3.000000e+002	%30.22	    1	0	696	13	   10553 
HYD	8.09400000e+005	  3.000000e+002	%30.22	    2	0	8384	694	   10553 
HYD	8.09700000e+005	  3.000000e+002	%30.23	    1	0	41	13	   10553 
HYD	8.10000000e+005	  3.000000e+002	%30.24	    1	0	41	13	   10553 
HYD	8.10300000e+005	  3.000000e+002	%30.25	    1	0	41	13	   10553 
HYD	8.10600000e+005	  3.000000e+002	%30.26	    1	0	41	13	   10553 
HYD	8.10900000e+005	  3.000000e+002	%30.28	    1	0	41	13	   10553 
HYD	8.11200000e+005	  3.000000e+002	%30.29	    1	0	41	13	   10553 
HYD	8.11500000e+005	  3.000000e+002	%30.30	    1	0	41	13	   10553 
HYD	8.11800000e+005	  3.000000e+002	%30.31	    1	0	41	13	   10553 
HYD	8.12100000e+005	  3.000000e+002	%30.32	    1	0	41	13	   10553 
HYD	8.12400000e+005	  3.000000e+002	%30.33	    1	0	41	13	   10553 
HYD	8.12700000e+005	  3.000000e+002	%30.34	    1	0	41	13	   10553 
HYD	8.13000000e+005	  3.000000e+002	%30.35	    1	0	41	13	   10553 
HYD	8.13300000e+005	  3.000000e+002	%30.37	    1	0	41	13	   10553 
HYD	8.13600000e+005	  3.000000e+002	%30.38	    1	0	41	13	   10553 
HYD	8.13900000e+005	  3.000000e+002	%30.39	    1	0	41	13	   10553 
HYD	8.14200000e+005	  3.000000e+002	%30.40	    1	0	41	13	   10553 
HYD	8.14500000e+005	  3.000000e+002	%30.41	    1	0	41	13	   10553 
HYD	8.14800000e+005	  3.000000e+002	%30.42	    1	0	41	13	   10553 
HYD	8.15100000e+005	  3.000000e+002	%30.43	    1	0	41	13	   10553 
HYD	8.15400000e+005	  3.000000e+002	%30.44	    1	0	41	13	   10553 
HYD	8.15700000e+005	  3.000000e+002	%30.45	    1	0	41	13	   10553 
HYD	8.16000000e+005	  3.000000e+002	%30.47	    1	0	41	13	   10553 
HYD	8.16300000e+005	  3.000000e+002	%30.48	    1	0	41	13	   10553 
HYD	8.16600000e+005	  3.000000e+002	%30.49	    1	0	41	13	   10553 
HYD	8.16900000e+005	  3.000000e+002	%30.50	    1	0	41	13	   10553 
HYD	8.17200000e+005	  3.000000e+002	%30.51	    1	0	41	13	   10553 
HYD	8.17500000e+005	  3.000000e+002	%30.52	    1	0	41	13	   10553 
HYD	8.17800000e+005	  3.000000e+002	%30.53	    1	0	41	13	   10553 
HYD	8.18100000e+005	  3.000000e+002	%30.54	    1	0	41	13	   10553 
HYD	8.18400000e+005	  3.000000e+002	%30.56	    1	0	41	13	   10553 
HYD	8.18700000e+005	  3.000000e+002	%30.57	    1	0	41	13	   10553 
HYD	8.19000000e+005	  3.000000e+002	%30.58	    1	0	2185	13	   10553 
HYD	8.19300000e+005	  3.000000e+002	%30.59	    1	0	41	13	   10553 
HYD	8.19600000e+005	  3.000000e+002	%30.60	    1	0	41	13	   10553 
HYD	8.19900000e+005	  3.000000e+002	%30.61	    1	0	41	13	   10553 
HYD	8.20200000e+005	  3.000000e+002	%30.62	    1	0	41	13	   10553 
HYD	8.20500000e+005	  3.000000e+002	%30.63	    1	0	41	13	   10553 
HYD	8.20800000e+005	  3.000000e+002	%30.65	    1	0	41	13	   10553 
HYD	8.21100000e+005	  3.000000e+002	%30.66	    1	0	41	13	   10553 
HYD	8.21400000e+005	  3.000000e+002	%30.67	    1	0	41	13	   10553 
HYD	8.21700000e+005	  3.000000e+002	%30.68	    1	0	41	13	   10553 
HYD	8.22000000e+005	  3.000000e+002	%30.69	    1	0	41	13	   10553 
HYD	8.22300000e+005	  3.000000e+002	%30.70	    1	0	128	13	   10553 
HYD	8.22600000e+005	  3.000000e+002	%30.71	    1	0	41	13	   10553 
HYD	8.22900000e+005	  3.000000e+002	%30.72	    1	0	1787	13	   10553 
HYD	8.23200000e+005	  3.000000e+002	%30.73	    1	0	41	13	   10553 
HYD	8.23500000e+005	  3.000000e+002	%30.75	    1	0	451	13	   10553 
HYD	8.23800000e+005	  3.000000e+002	%30.76	    1	0	41	13	   10553 
HYD	8.24100000e+005	  3.000000e+002	%30.77	    1	0	41	13	   10553 
HYD	8.24400000e+005	  3.000000e+002	%30.78	    1	0	41	13	   10553 
HYD	8.24700000e+005	  3.000000e+002	%30.79	    1	0	41	13	   10553 
HYD	8.25000000e+005	  3.000000e+002	%30.80	    1	0	41	13	   10553 
HYD	8.25300000e+005	  3.000000e+002	%30.81	    1	0	41	13	   10553 
HYD	8.25600000e+005	  3.000000e+002	%30.82	    1	0	10214	13	   10553 
HYD	8.25900000e+005	  3.000000e+002	%30.84	    1	0	41	13	   10553 
HYD	8.26200000e+005	  3.000000e+002	%30.85	    1	0	41	13	   10553 
HYD	8.26500000e+005	  3.000000e+002	%30.86	    1	0	1786	13	   10553 
HYD	8.26800000e+005	  3.000000e+002	%30.87	    1	0	41	13	   10553 
HYD	8.27100000e+005	  3.000000e+002	%30.88	    1	0	41	13	   10553 
HYD	8.27400000e+005	  3.000000e+002	%30.89	    1	0	41	13	   10553 
HYD	8.27700000e+005	  3.000000e+002	%30.90	    1	0	789	13	   10553 
HYD	8.28000000e+005	  3.000000e+002	%30.91	    1	0	41	13	   10553 
HYD	8.28300000e+005	  3.000000e+002	%30.93	    1	0	41	13	   10553 
HYD	8.28600000e+005	  3.000000e+002	%30.94	    1	0	41	13	   10553 
HYD	8.28900000e+005	  3.000000e+002	%30.95	    1	0	41	13	   10553 
HYD	8.29200000e+005	  3.000000e+002	%30.96	    1	0	41	13	   10553 
HYD	8.29500000e+005	  3.000000e+002	%30.97	    1	0	41	13	   10553 
HYD	8.29800000e+005	  3.000000e+002	%30.98	    1	0	41	13	   10553 
HYD	8.30100000e+005	  3.000000e+002	%30.99	    1	0	739	13	   10553 
HYD	8.30400000e+005	  3.000000e+002	%31.00	    1	0	41	13	   10553 
HYD	8.30700000e+005	  3.000000e+002	%31.01	    1	0	41	13	   10553 
HYD	8.31000000e+005	  3.000000e+002	%31.03	    1	0	41	13	   10553 
HYD	8.31300000e+005	  3.000000e+002	%31.04	    1	0	41	13	   10553 
HYD	8.31600000e+005	  3.000000e+002	%31.05	    1	0	41	13	   10553 
HYD	8.31900000e+005	  3.000000e+002	%31.06	    1	0	41	13	   10553 
HYD	8.32200000e+005	  3.000000e+002	%31.07	    1	0	565	13	   10553 
HYD	8.32200000e+005	  3.000000e+002	%31.07	    2	0	8577	565	   10553 
HYD	8.32500000e+005	  3.000000e+002	%31.08	    1	0	41	13	   10553 
HYD	8.32800000e+005	  3.000000e+002	%31.09	    1	0	41	13	   10553 
HYD	8.33100000e+005	  3.000000e+002	%31.10	    1	0	41	13	   10553 
HYD	8.33400000e+005	  3.000000e+002	%31.12	    1	0	41	13	   10553 
HYD	8.33700000e+005	  3.000000e+002	%31.13	    1	0	41	13	   10553 
HYD	8.34000000e+005	  3.000000e+002	%31.14	    1	0	41	13	   10553 
HYD	8.34300000e+005	  3.000000e+002	%31.15	    1	0	41	13	   10553 
HYD	8.34600000e+005	  3.000000e+002	%31.16	    1	0	41	13	   10553 
HYD	8.34900000e+005	  3.000000e+002	%31.17	    1	0	41	13	   10553 
HYD	8.35200000e+005	  3.000000e+002	%31.18	    1	0	41	13	   10553 
HYD	8.35500000e+005	  3.000000e+002	%31.19	    1	0	41	13	   10553 
HYD	8.35800000e+005	  3.000000e+002	%31.21	    1	0	41	13	   10553 
HYD	8.36100000e+005	  3.000000e+002	%31.22	    1	0	41	13	   10553 
HYD	8.36400000e+005	  3.000000e+002	%31.23	    1	0	41	13	   10553 
HYD	8.36700000e+005	  3.000000e+002	%31.24	    1	0	41	13	   10553 
HYD	8.37000000e+005	  3.000000e+002	%31.25	    1	0	41	13	   10553 
HYD	8.37300000e+005	  3.000000e+002	%31.26	    1	0	41	13	   10553 
HYD	8.37600000e+005	  3.000000e+002	%31.27	    1	0	41	13	   10553 
HYD	8.37900000e+005	  3.000000e+002	%31.28	    1	0	41	13	   10553 
HYD	8.38200000e+005	  3.000000e+002	%31.29	    1	0	41	13	   10553 
HYD	8.38500000e+005	  3.000000e+002	%31.31	    1	0	41	13	   10553 
HYD	8.38800000e+005	  3.000000e+002	%31.32	    1	0	41	13	   10553 
HYD	8.39100000e+005	  3.000000e+002	%31.33	    1	0	41	13	   10553 
HYD	8.39400000e+005	  3.000000e+002	%31.34	    1	0	599	13	   10553 
HYD	8.39700000e+005	  3.000000e+002	%31.35	    1	0	41	13	   10553 
HYD	8.40000000e+005	  3.000000e+002	%31.36	    1	0	409	13	   10553 
HYD	8.40000000e+005	  3.000000e+002	%31.36	    2	0	10467	413	   10553 
HYD	8.40300000e+005	  3.000000e+002	%31.37	    1	0	112	13	   10553 
HYD	8.40600000e+005	  3.000000e+002	%31.38	    1	0	41	13	   10553 
HYD	8.40900000e+005	  3.000000e+002	%31.40	    1	0	1958	13	   10553 
HYD	8.41200000e+005	  3.000000e+002	%31.41	    1	0	41	13	   10553 
HYD	8.41500000e+005	  3.000000e+002	%31.42	    1	0	41	13	   10553 
HYD	8.41800000e+005	  3.000000e+002	%31.43	    1	0	41	13	   10553 
HYD	8.42100000e+005	  3.000000e+002	%31.44	    1	0	41	13	   10553 
HYD	8.42400000e+005	  3.000000e+002	%31.45	    1	0	41	13	   10553 
HYD	8.42700000e+005	  3.000000e+002	%31.46	    1	0	10112	13	   10553 
HYD	8.43000000e+005	  3.000000e+002	%31.47	    1	0	41	13	   10553 
HYD	8.43300000e+005	  3.000000e+002	%31.49	    1	0	41	13	   10553 
HYD	8.43600000e+005	  3.000000e+002	%31.50	    1	0	41	13	   10553 
HYD	8.43900000e+005	  3.000000e+002	%31.51	    1	0	41	13	   10553 
HYD	8.44200000e+005	  3.000000e+002	%31.52	    1	0	41	13	   10553 
HYD	8.44500000e+005	  3.000000e+002	%31.53	    1	0	789	13	   10553 
HYD	8.44800000e+005	  3.000000e+002	%31.54	    1	0	41	13	   10553 
HYD	8.45100000e+005	  3.000000e+002	%31.55	    1	0	41	13	   10553 
HYD	8.45400000e+005	  3.000000e+002	%31.56	    1	0	41	13	   10553 
HYD	8.45700000e+005	  3.000000e+002	%31.57	    1	0	41	13	   10553 
HYD	8.46000000e+005	  3.000000e+002	%31.59	    1	0	41	13	   10553 
HYD	8.46300000e+005	  3.000000e+002	%31.60	    1	0	41	13	   10553 
HYD	8.46600000e+005	  3.000000e+002	%31.61	    1	0	1785	13	   10553 
HYD	8.46900000e+005	  3.000000e+002	%31.62	    1	0	41	13	   10553 
HYD	8.47200000e+005	  3.000000e+002	%31.63	    1	0	41	13	   10553 
HYD	8.47500000e+005	  3.000000e+002	%31.64	    1	0	41	13	   10553 
HYD	8.47800000e+005	  3.000000e+002	%31.65	    1	0	41	13	   10553 
HYD	8.48100000e+005	  3.000000e+002	%31.66	    1	0	41	13	   10553 
HYD	8.48400000e+005	  3.000000e+002	%31.68	    1	0	41	13	   10553 
HYD	8.48700000e+005	  3.000000e+002	%31.69	    1	0	41	13	   10553 
HYD	8.49000000e+005	  3.000000e+002	%31.70	    1	0	41	13	   10553 
HYD	8.49300000e+005	  3.000000e+002	%31.71	    1	0	41	13	   10553 
HYD	8.49600000e+005	  3.000000e+002	%31.72	    1	0	41	13	   10553 
HYD	8.49900000e+005	  3.000000e+002	%31.73	    1	0	41	13	   10553 
HYD	8.50200000e+005	  3.000000e+002	%31.74	    1	0	41	13	   10553 
HYD	8.50500000e+005	  3.000000e+002	%31.75	    1	0	41	13	   10553 
HYD	8.50800000e+005	  3.000000e+002	%31.77	    1	0	41	13	   10553 
HYD	8.51100000e+005	  3.000000e+002	%31.78	    1	0	41	13	   10553 
HYD	8.51400000e+005	  3.000000e+002	%31.79	    1	0	41	13	   10553 
HYD	8.51700000e+005	  3.000000e+002	%31.80	    1	0	41	13	   10553 
HYD	8.52000000e+005	  3.000000e+002	%31.81	    1	0	164	13	   10553 
HYD	8.52300000e+005	  3.000000e+002	%31.82	    1	0	41	13	   10553 
HYD	8.52600000e+005	  3.000000e+002	%31.83	    1	0	41	13	   10553 
HYD	8.52900000e+005	  3.000000e+002	%31.84	    1	0	361	13	   10553 
HYD	8.53200000e+005	  3.000000e+002	%31.85	    1	0	41	13	   10553 
HYD	8.53500000e+005	  3.000000e+002	%31.87	    1	0	41	13	   10553 
HYD	8.53800000e+005	  3.000000e+002	%31.88	    1	0	41	13	   10553 
HYD	8.54100000e+005	  3.000000e+002	%31.89	    1	0	41	13	   10553 
HYD	8.54400000e+005	  3.000000e+002	%31.90	    1	0	41	13	   10553 
HYD	8.54700000e+005	  3.000000e+002	%31.91	    1	0	41	13	   10553 
HYD	8.55000000e+005	  3.000000e+002	%31.92	    1	0	41	13	   10553 
HYD	8.55300000e+005	  3.000000e+002	%31.93	    1	0	41	13	   10553 
HYD	8.55600000e+005	  3.000000e+002	%31.94	    1	0	41	13	   10553 
HYD	8.55900000e+005	  3.000000e+002	%31.96	    1	0	41	13	   10553 
HYD	8.56200000e+005	  3.000000e+002	%31.97	    1	0	41	13	   10553 
HYD	8.56500000e+005	  3.000000e+002	%31.98	    1	0	41	13	   10553 
HYD	8.56800000e+005	  3.000000e+002	%31.99	    1	0	41	13	   10553 
HYD	8.57100000e+005	  3.000000e+002	%32.00	    1	0	41	13	   10553 
HYD	8.57400000e+005	  3.000000e+002	%32.01	    1	0	41	13	   10553 
HYD	8.57700000e+005	  3.000000e+002	%32.02	    1	0	41	13	   10553 
HYD	8.58000000e+005	  3.000000e+002	%32.03	    1	0	41	13	   10553 
HYD	8.58300000e+005	  3.000000e+002	%32.05	    1	0	476	13	   10553 
HYD	8.58600000e+005	  3.000000e+002	%32.06	    1	0	41	13	   10553 
HYD	8.58900000e+005	  3.000000e+002	%32.07	    1	0	41	13	   10553 
HYD	8.59200000e+005	  3.000000e+002	%32.08	    1	0	41	13	   10553 
HYD	8.59500000e+005	  3.000000e+002	%32.09	    1	0	41	13	   10553 
HYD	8.59800000e+005	  3.000000e+002	%32.10	    1	0	41	13	   10553 
HYD	8.60100000e+005	  3.000000e+002	%32.11	    1	0	41	13	   10553 
HYD	8.60400000e+005	  3.000000e+002	%32.12	    1	0	41	13	   10553 
HYD	8.60700000e+005	  3.000000e+002	%32.13	    1	0	41	13	   10553 
HYD	8.61000000e+005	  3.000000e+002	%32.15	    1	0	41	13	   10553 
HYD	8.61300000e+005	  3.000000e+002	%32.16	    1	0	41	13	   10553 
HYD	8.61600000e+005	  3.000000e+002	%32.17	    1	0	41	13	   10553 
HYD	8.61900000e+005	  3.000000e+002	%32.18	    1	0	41	13	   10553 
HYD	8.62200000e+005	  3.000000e+002	%32.19	    1	0	41	13	   10553 
HYD	8.62500000e+005	  3.000000e+002	%32.20	    1	0	41	13	   10553 
HYD	8.62800000e+005	  3.000000e+002	%32.21	    1	0	41	13	   10553 
HYD	8.63100000e+005	  3.000000e+002	%32.22	    1	0	41	13	   10553 
HYD	8.63400000e+005	  3.000000e+002	%32.24	    1	0	41	13	   10553 
HYD	8.63700000e+005	  3.000000e+002	%32.25	    1	0	10276	13	   10553 
HYD	8.64000000e+005	  3.000000e+002	%32.26	    1	0	589	579	   10553 
HYD	8.64300000e+005	  3.000000e+002	%32.27	    1	0	41	579	   10553 
HYD	8.64600000e+005	  3.000000e+002	%32.28	    1	0	41	579	   10553 
HYD	8.64900000e+005	  3.000000e+002	%32.29	    1	0	41	579	   10553 
HYD	8.65200000e+005	  3.000000e+002	%32.30	    1	0	41	579	   10553 
HYD	8.65500000e+005	  3.000000e+002	%32.31	    1	0	41	579	   10553 
HYD	8.65800000e+005	  3.000000e+002	%32.33	    1	0	41	579	   10553 
HYD	8.66100000e+005	  3.000000e+002	%32.34	    1	0	41	13	   10553 
HYD	8.66400000e+005	  3.000000e+002	%32.35	    1	0	41	13	   10553 
HYD	8.66700000e+005	  3.000000e+002	%32.36	    1	0	41	13	   10553 
HYD	8.67000000e+005	  3.000000e+002	%32.37	    1	0	41	13	   10553 
HYD	8.67300000e+005	  3.000000e+002	%32.38	    1	0	41	13	   10553 
HYD	8.67600000e+005	  3.000000e+002	%32.39	    1	0	41	13	   10553 
HYD	8.67900000e+005	  3.000000e+002	%32.40	    1	0	41	13	   10553 
HYD	8.68200000e+005	  3.000000e+002	%32.41	    1	0	41	13	   10553 
HYD	8.68500000e+005	  3.000000e+002	%32.43	    1	0	41	13	   10553 
HYD	8.68800000e+005	  3.000000e+002	%32.44	    1	0	41	13	   10553 
HYD	8.69100000e+005	  3.000000e+002	%32.45	    1	0	41	13	   10553 
HYD	8.69400000e+005	  3.000000e+002	%32.46	    1	0	41	13	   10553 
HYD	8.69700000e+005	  3.000000e+002	%32.47	    1	0	674	13	   10553 
HYD	8.70000000e+005	  3.000000e+002	%32.48	    1	0	41	13	   10553 
HYD	8.70300000e+005	  3.000000e+002	%32.49	    1	0	41	13	   10553 
HYD	8.70600000e+005	  3.000000e+002	%32.50	    1	0	41	13	   10553 
HYD	8.70900000e+005	  3.000000e+002	%32.52	    1	0	41	13	   10553 
HYD	8.71200000e+005	  3.000000e+002	%32.53	    1	0	1836	13	   10553 
HYD	8.71500000e+005	  3.000000e+002	%32.54	    1	0	41	13	   10553 
HYD	8.71800000e+005	  3.000000e+002	%32.55	    1	0	41	13	   10553 
HYD	8.72100000e+005	  3.000000e+002	%32.56	    1	0	10247	13	   10553 
HYD	8.72400000e+005	  3.000000e+002	%32.57	    1	0	41	13	   10553 
HYD	8.72700000e+005	  3.000000e+002	%32.58	    1	0	41	13	   10553 
HYD	8.73000000e+005	  3.000000e+002	%32.59	    1	0	41	13	   10553 
HYD	8.73300000e+005	  3.000000e+002	%32.61	    1	0	41	13	   10553 
HYD	8.73600000e+005	  3.000000e+002	%32.62	    1	0	41	13	   10553 
HYD	8.73900000e+005	  3.000000e+002	%32.63	    1	0	41	13	   10553 
HYD	8.74200000e+005	  3.000000e+002	%32.64	    1	0	41	13	   10553 
HYD	8.74500000e+005	  3.000000e+002	%32.65	    1	0	41	13	   10553 
HYD	8.74800000e+005	  3.000000e+002	%32.66	    1	0	1865	13	   10553 
HYD	8.75100000e+005	  3.000000e+002	%32.67	    1	0	41	13	   10553 
HYD	8.75400000e+005	  3.000000e+002	%32.68	    1	0	41	13	   10553 
HYD	8.75700000e+005	  3.000000e+002	%32.69	    1	0	41	13	   10553 
HYD	8.76000000e+005	  3.000000e+002	%32.71	    1	0	41	13	   10553 
HYD	8.76300000e+005	  3.000000e+002	%32.72	    1	0	41	13	   10553 
HYD	8.76600000e+005	  3.000000e+002	%32.73	    1	0	41	13	   10553 
HYD	8.76900000e+005	  3.000000e+002	%32.74	    1	0	41	13	   10553 
HYD	8.77200000e+005	  3.000000e+002	%32.75	    1	0	41	13	   10553 
HYD	8.77500000e+005	  3.000000e+002	%32.76	    1	0	1841	13	   10553 
HYD	8.77800000e+005	  3.000000e+002	%32.77	    1	0	41	13	   10553 
HYD	8.78100000e+005	  3.000000e+002	%32.78	    1	0	41	13	   10553 
HYD	8.78400000e+005	  3.000000e+002	%32.80	    1	0	41	13	   10553 
HYD	8.78700000e+005	  3.000000e+002	%32.81	    1	0	41	13	   10553 
HYD	8.79000000e+005	  3.000000e+002	%32.82	    1	0	41	13	   10553 
HYD	8.79300000e+005	  3.000000e+002	%32.83	    1	0	41	13	   10553 
HYD	8.79600000e+005	  3.000000e+002	%32.84	    1	0	41	13	   10553 
HYD	8.79900000e+005	  3.000000e+002	%32.85	    1	0	41	13	   10553 
HYD	8.80200000e+005	  3.000000e+002	%32.86	    1	0	41	13	   10553 
HYD	8.80500000e+005	  3.000000e+002	%32.87	    1	0	41	13	   10553 
HYD	8.80800000e+005	  3.000000e+002	%32.89	    1	0	362	13	   10553 
HYD	8.81100000e+005	  3.000000e+002	%32.90	    1	0	41	13	   10553 
HYD	8.81400000e+005	  3.000000e+002	%32.91	    1	0	41	13	   10553 
HYD	8.81700000e+005	  3.000000e+002	%32.92	    1	0	41	13	   10553 
HYD	8.82000000e+005	  3.000000e+002	%32.93	    1	0	1785	13	   10553 
HYD	8.82300000e+005	  3.000000e+002	%32.94	    1	0	41	13	   10553 
HYD	8.82600000e+005	  3.000000e+002	%32.95	    1	0	41	13	   10553 
HYD	8.82900000e+005	  3.000000e+002	%32.96	    1	0	41	13	   10553 
HYD	8.83200000e+005	  3.000000e+002	%32.97	    1	0	41	13	   10553 
HYD	8.83500000e+005	  3.000000e+002	%32.99	    1	0	41	13	   10553 
HYD	8.83800000e+005	  3.000000e+002	%33.00	    1	0	41	13	   10553 
HYD	8.84100000e+005	  3.000000e+002	%33.01	    1	0	41	13	   10553 
HYD	8.84400000e+005	  3.000000e+002	%33.02	    1	0	41	13	   10553 
HYD	8.84700000e+005	  3.000000e+002	%33.03	    1	0	41	13	   10553 
HYD	8.85000000e+005	  3.000000e+002	%33.04	    1	0	41	13	   10553 
HYD	8.85300000e+005	  3.000000e+002	%33.05	    1	0	41	13	   10553 
HYD	8.85600000e+005	  3.000000e+002	%33.06	    1	0	41	13	   10553 
HYD	8.85900000e+005	  3.000000e+002	%33.08	    1	0	41	13	   10553 
