
 
 ----------- 
 AdH Version 
 ----------- 
 Version 4.5 
 Compatible with Sedlib v1.3 
 
 --------------------- 
 AdH Build Information 
 --------------------- 
 SVN revision #  
 Build Date/Time: 2015.01.06 / 11:43:39 
 Built with DEBUG enabled 
 Built with XMS (*.dat) output file format 
 Built with STRUCTURES enabled 
 Built with Sedlib support enabled 
 Built with UMFPACK enabled 
 
 ------------------- 
 Runtime Information 
 ------------------- 
 AdH execution Date/Time: 2024.10.25 / 11:58:23 
 Launching AdH with project name: ADH_57_most Mesh 
 Launching AdH with run name: (unspecified) 
 AdH was launched with 1 processor 
alloc_adh :: allocating grid 
alloc_adh :: allocating physics 
--allocating 2d shallow water variables 
Successfully Initialized All ADH Variables 
ADH Binary Successfully Written 
 
adh_run_func :: tfinal = 2678400.000000  
Physics	Time	dt	Progress	Nonlinear Iteration	Linear Iterations	Max Resid Worst Node	Inc Max Worst Node	Nodes After Adaption 
HYD	1.52400000e+006	  3.000000e+002	%56.90	    1	0	31	13	   10553 
HYD	1.52430000e+006	  3.000000e+002	%56.91	    1	0	41	13	   10553 
HYD	1.52460000e+006	  3.000000e+002	%56.92	    1	0	31	13	   10553 
HYD	1.52490000e+006	  3.000000e+002	%56.93	    1	0	41	13	   10553 
HYD	1.52520000e+006	  3.000000e+002	%56.94	    1	0	41	13	   10553 
HYD	1.52550000e+006	  3.000000e+002	%56.96	    1	0	41	13	   10553 
HYD	1.52580000e+006	  3.000000e+002	%56.97	    1	0	31	13	   10553 
HYD	1.52610000e+006	  3.000000e+002	%56.98	    1	0	31	13	   10553 
HYD	1.52640000e+006	  3.000000e+002	%56.99	    1	0	41	13	   10553 
HYD	1.52670000e+006	  3.000000e+002	%57.00	    1	0	41	13	   10553 
HYD	1.52700000e+006	  3.000000e+002	%57.01	    1	0	41	13	   10553 
HYD	1.52730000e+006	  3.000000e+002	%57.02	    1	0	41	13	   10553 
HYD	1.52760000e+006	  3.000000e+002	%57.03	    1	0	41	13	   10553 
HYD	1.52790000e+006	  3.000000e+002	%57.05	    1	0	41	13	   10553 
HYD	1.52820000e+006	  3.000000e+002	%57.06	    1	0	41	13	   10553 
HYD	1.52850000e+006	  3.000000e+002	%57.07	    1	0	31	13	   10553 
HYD	1.52880000e+006	  3.000000e+002	%57.08	    1	0	41	13	   10553 
HYD	1.52910000e+006	  3.000000e+002	%57.09	    1	0	31	13	   10553 
HYD	1.52940000e+006	  3.000000e+002	%57.10	    1	0	41	13	   10553 
HYD	1.52970000e+006	  3.000000e+002	%57.11	    1	0	31	13	   10553 
HYD	1.53000000e+006	  3.000000e+002	%57.12	    1	0	41	13	   10553 
HYD	1.53030000e+006	  3.000000e+002	%57.13	    1	0	41	13	   10553 
HYD	1.53060000e+006	  3.000000e+002	%57.15	    1	0	41	13	   10553 
HYD	1.53090000e+006	  3.000000e+002	%57.16	    1	0	41	13	   10553 
HYD	1.53120000e+006	  3.000000e+002	%57.17	    1	0	41	13	   10553 
HYD	1.53150000e+006	  3.000000e+002	%57.18	    1	0	41	13	   10553 
HYD	1.53180000e+006	  3.000000e+002	%57.19	    1	0	41	13	   10553 
HYD	1.53210000e+006	  3.000000e+002	%57.20	    1	0	31	13	   10553 
HYD	1.53240000e+006	  3.000000e+002	%57.21	    1	0	41	13	   10553 
HYD	1.53270000e+006	  3.000000e+002	%57.22	    1	0	41	13	   10553 
HYD	1.53300000e+006	  3.000000e+002	%57.24	    1	0	41	13	   10553 
HYD	1.53330000e+006	  3.000000e+002	%57.25	    1	0	31	13	   10553 
HYD	1.53360000e+006	  3.000000e+002	%57.26	    1	0	41	13	   10553 
HYD	1.53390000e+006	  3.000000e+002	%57.27	    1	0	41	13	   10553 
HYD	1.53420000e+006	  3.000000e+002	%57.28	    1	0	31	13	   10553 
HYD	1.53450000e+006	  3.000000e+002	%57.29	    1	0	41	13	   10553 
HYD	1.53480000e+006	  3.000000e+002	%57.30	    1	0	41	13	   10553 
HYD	1.53510000e+006	  3.000000e+002	%57.31	    1	0	41	13	   10553 
HYD	1.53540000e+006	  3.000000e+002	%57.33	    1	0	41	13	   10553 
HYD	1.53570000e+006	  3.000000e+002	%57.34	    1	0	41	13	   10553 
HYD	1.53600000e+006	  3.000000e+002	%57.35	    1	0	41	13	   10553 
HYD	1.53630000e+006	  3.000000e+002	%57.36	    1	0	41	13	   10553 
HYD	1.53660000e+006	  3.000000e+002	%57.37	    1	0	31	13	   10553 
HYD	1.53690000e+006	  3.000000e+002	%57.38	    1	0	41	13	   10553 
HYD	1.53720000e+006	  3.000000e+002	%57.39	    1	0	31	13	   10553 
HYD	1.53750000e+006	  3.000000e+002	%57.40	    1	0	41	13	   10553 
HYD	1.53780000e+006	  3.000000e+002	%57.41	    1	0	41	13	   10553 
HYD	1.53810000e+006	  3.000000e+002	%57.43	    1	0	41	13	   10553 
HYD	1.53840000e+006	  3.000000e+002	%57.44	    1	0	31	13	   10553 
HYD	1.53870000e+006	  3.000000e+002	%57.45	    1	0	41	13	   10553 
HYD	1.53900000e+006	  3.000000e+002	%57.46	    1	0	41	13	   10553 
HYD	1.53930000e+006	  3.000000e+002	%57.47	    1	0	41	13	   10553 
HYD	1.53960000e+006	  3.000000e+002	%57.48	    1	0	41	13	   10553 
HYD	1.53990000e+006	  3.000000e+002	%57.49	    1	0	41	13	   10553 
HYD	1.54020000e+006	  3.000000e+002	%57.50	    1	0	10248	13	   10553 
HYD	1.54050000e+006	  3.000000e+002	%57.52	    1	0	41	13	   10553 
HYD	1.54080000e+006	  3.000000e+002	%57.53	    1	0	41	13	   10553 
HYD	1.54110000e+006	  3.000000e+002	%57.54	    1	0	41	13	   10553 
HYD	1.54140000e+006	  3.000000e+002	%57.55	    1	0	41	13	   10553 
HYD	1.54170000e+006	  3.000000e+002	%57.56	    1	0	31	13	   10553 
HYD	1.54200000e+006	  3.000000e+002	%57.57	    1	0	41	13	   10553 
HYD	1.54230000e+006	  3.000000e+002	%57.58	    1	0	31	13	   10553 
HYD	1.54260000e+006	  3.000000e+002	%57.59	    1	0	41	13	   10553 
HYD	1.54290000e+006	  3.000000e+002	%57.61	    1	0	41	13	   10553 
HYD	1.54320000e+006	  3.000000e+002	%57.62	    1	0	31	13	   10553 
HYD	1.54350000e+006	  3.000000e+002	%57.63	    1	0	41	13	   10553 
HYD	1.54380000e+006	  3.000000e+002	%57.64	    1	0	41	13	   10553 
HYD	1.54410000e+006	  3.000000e+002	%57.65	    1	0	41	13	   10553 
HYD	1.54440000e+006	  3.000000e+002	%57.66	    1	0	31	13	   10553 
HYD	1.54470000e+006	  3.000000e+002	%57.67	    1	0	41	13	   10553 
HYD	1.54500000e+006	  3.000000e+002	%57.68	    1	0	31	13	   10553 
HYD	1.54530000e+006	  3.000000e+002	%57.69	    1	0	41	13	   10553 
HYD	1.54560000e+006	  3.000000e+002	%57.71	    1	0	41	13	   10553 
HYD	1.54590000e+006	  3.000000e+002	%57.72	    1	0	41	13	   10553 
HYD	1.54620000e+006	  3.000000e+002	%57.73	    1	0	31	13	   10553 
HYD	1.54650000e+006	  3.000000e+002	%57.74	    1	0	41	13	   10553 
HYD	1.54680000e+006	  3.000000e+002	%57.75	    1	0	41	13	   10553 
HYD	1.54710000e+006	  3.000000e+002	%57.76	    1	0	41	13	   10553 
HYD	1.54740000e+006	  3.000000e+002	%57.77	    1	0	41	13	   10553 
HYD	1.54770000e+006	  3.000000e+002	%57.78	    1	0	41	13	   10553 
HYD	1.54800000e+006	  3.000000e+002	%57.80	    1	0	31	13	   10553 
HYD	1.54830000e+006	  3.000000e+002	%57.81	    1	0	41	13	   10553 
HYD	1.54860000e+006	  3.000000e+002	%57.82	    1	0	41	13	   10553 
HYD	1.54890000e+006	  3.000000e+002	%57.83	    1	0	41	13	   10553 
HYD	1.54920000e+006	  3.000000e+002	%57.84	    1	0	41	13	   10553 
HYD	1.54950000e+006	  3.000000e+002	%57.85	    1	0	41	13	   10553 
HYD	1.54980000e+006	  3.000000e+002	%57.86	    1	0	41	13	   10553 
HYD	1.55010000e+006	  3.000000e+002	%57.87	    1	0	41	13	   10553 
HYD	1.55040000e+006	  3.000000e+002	%57.89	    1	0	31	13	   10553 
HYD	1.55070000e+006	  3.000000e+002	%57.90	    1	0	41	13	   10553 
HYD	1.55100000e+006	  3.000000e+002	%57.91	    1	0	41	13	   10553 
HYD	1.55130000e+006	  3.000000e+002	%57.92	    1	0	41	13	   10553 
HYD	1.55160000e+006	  3.000000e+002	%57.93	    1	0	41	13	   10553 
HYD	1.55190000e+006	  3.000000e+002	%57.94	    1	0	41	13	   10553 
HYD	1.55220000e+006	  3.000000e+002	%57.95	    1	0	41	13	   10553 
HYD	1.55250000e+006	  3.000000e+002	%57.96	    1	0	41	13	   10553 
HYD	1.55280000e+006	  3.000000e+002	%57.97	    1	0	41	13	   10553 
HYD	1.55310000e+006	  3.000000e+002	%57.99	    1	0	41	13	   10553 
HYD	1.55340000e+006	  3.000000e+002	%58.00	    1	0	41	13	   10553 
HYD	1.55370000e+006	  3.000000e+002	%58.01	    1	0	41	13	   10553 
HYD	1.55400000e+006	  3.000000e+002	%58.02	    1	0	31	13	   10553 
HYD	1.55430000e+006	  3.000000e+002	%58.03	    1	0	41	13	   10553 
HYD	1.55460000e+006	  3.000000e+002	%58.04	    1	0	41	13	   10553 
HYD	1.55490000e+006	  3.000000e+002	%58.05	    1	0	31	13	   10553 
HYD	1.55520000e+006	  3.000000e+002	%58.06	    1	0	41	13	   10553 
HYD	1.55550000e+006	  3.000000e+002	%58.08	    1	0	41	13	   10553 
HYD	1.55580000e+006	  3.000000e+002	%58.09	    1	0	41	13	   10553 
HYD	1.55610000e+006	  3.000000e+002	%58.10	    1	0	41	13	   10553 
HYD	1.55640000e+006	  3.000000e+002	%58.11	    1	0	41	13	   10553 
HYD	1.55670000e+006	  3.000000e+002	%58.12	    1	0	41	13	   10553 
HYD	1.55700000e+006	  3.000000e+002	%58.13	    1	0	41	13	   10553 
HYD	1.55730000e+006	  3.000000e+002	%58.14	    1	0	41	13	   10553 
HYD	1.55760000e+006	  3.000000e+002	%58.15	    1	0	41	13	   10553 
HYD	1.55790000e+006	  3.000000e+002	%58.17	    1	0	41	13	   10553 
HYD	1.55820000e+006	  3.000000e+002	%58.18	    1	0	41	13	   10553 
HYD	1.55850000e+006	  3.000000e+002	%58.19	    1	0	41	13	   10553 
HYD	1.55880000e+006	  3.000000e+002	%58.20	    1	0	41	13	   10553 
HYD	1.55910000e+006	  3.000000e+002	%58.21	    1	0	41	13	   10553 
HYD	1.55940000e+006	  3.000000e+002	%58.22	    1	0	41	13	   10553 
HYD	1.55970000e+006	  3.000000e+002	%58.23	    1	0	41	13	   10553 
HYD	1.56000000e+006	  3.000000e+002	%58.24	    1	0	41	13	   10553 
HYD	1.56030000e+006	  3.000000e+002	%58.25	    1	0	41	13	   10553 
HYD	1.56060000e+006	  3.000000e+002	%58.27	    1	0	41	13	   10553 
HYD	1.56090000e+006	  3.000000e+002	%58.28	    1	0	41	13	   10553 
HYD	1.56120000e+006	  3.000000e+002	%58.29	    1	0	41	13	   10553 
HYD	1.56150000e+006	  3.000000e+002	%58.30	    1	0	41	13	   10553 
HYD	1.56180000e+006	  3.000000e+002	%58.31	    1	0	41	13	   10553 
HYD	1.56210000e+006	  3.000000e+002	%58.32	    1	0	41	13	   10553 
HYD	1.56240000e+006	  3.000000e+002	%58.33	    1	0	41	13	   10553 
HYD	1.56270000e+006	  3.000000e+002	%58.34	    1	0	41	13	   10553 
HYD	1.56300000e+006	  3.000000e+002	%58.36	    1	0	41	13	   10553 
HYD	1.56330000e+006	  3.000000e+002	%58.37	    1	0	41	13	   10553 
HYD	1.56360000e+006	  3.000000e+002	%58.38	    1	0	41	13	   10553 
HYD	1.56390000e+006	  3.000000e+002	%58.39	    1	0	41	13	   10553 
HYD	1.56420000e+006	  3.000000e+002	%58.40	    1	0	41	13	   10553 
HYD	1.56450000e+006	  3.000000e+002	%58.41	    1	0	41	13	   10553 
HYD	1.56480000e+006	  3.000000e+002	%58.42	    1	0	41	13	   10553 
HYD	1.56510000e+006	  3.000000e+002	%58.43	    1	0	41	13	   10553 
HYD	1.56540000e+006	  3.000000e+002	%58.45	    1	0	41	13	   10553 
HYD	1.56570000e+006	  3.000000e+002	%58.46	    1	0	41	13	   10553 
HYD	1.56600000e+006	  3.000000e+002	%58.47	    1	0	41	13	   10553 
HYD	1.56630000e+006	  3.000000e+002	%58.48	    1	0	41	13	   10553 
HYD	1.56660000e+006	  3.000000e+002	%58.49	    1	0	41	13	   10553 
HYD	1.56690000e+006	  3.000000e+002	%58.50	    1	0	41	13	   10553 
HYD	1.56720000e+006	  3.000000e+002	%58.51	    1	0	41	13	   10553 
HYD	1.56750000e+006	  3.000000e+002	%58.52	    1	0	1912	579	   10553 
HYD	1.56780000e+006	  3.000000e+002	%58.53	    1	0	41	579	   10553 
HYD	1.56810000e+006	  3.000000e+002	%58.55	    1	0	41	579	   10553 
HYD	1.56840000e+006	  3.000000e+002	%58.56	    1	0	41	579	   10553 
HYD	1.56870000e+006	  3.000000e+002	%58.57	    1	0	41	579	   10553 
HYD	1.56900000e+006	  3.000000e+002	%58.58	    1	0	41	579	   10553 
HYD	1.56930000e+006	  3.000000e+002	%58.59	    1	0	41	579	   10553 
HYD	1.56960000e+006	  3.000000e+002	%58.60	    1	0	41	579	   10553 
HYD	1.56990000e+006	  3.000000e+002	%58.61	    1	0	41	579	   10553 
HYD	1.57020000e+006	  3.000000e+002	%58.62	    1	0	41	579	   10553 
HYD	1.57050000e+006	  3.000000e+002	%58.64	    1	0	41	579	   10553 
HYD	1.57080000e+006	  3.000000e+002	%58.65	    1	0	41	579	   10553 
HYD	1.57110000e+006	  3.000000e+002	%58.66	    1	0	41	579	   10553 
HYD	1.57140000e+006	  3.000000e+002	%58.67	    1	0	41	579	   10553 
HYD	1.57170000e+006	  3.000000e+002	%58.68	    1	0	41	579	   10553 
HYD	1.57200000e+006	  3.000000e+002	%58.69	    1	0	58	579	   10553 
HYD	1.57230000e+006	  3.000000e+002	%58.70	    1	0	41	13	   10553 
HYD	1.57260000e+006	  3.000000e+002	%58.71	    1	0	41	13	   10553 
HYD	1.57290000e+006	  3.000000e+002	%58.73	    1	0	41	13	   10553 
HYD	1.57320000e+006	  3.000000e+002	%58.74	    1	0	41	13	   10553 
HYD	1.57350000e+006	  3.000000e+002	%58.75	    1	0	41	13	   10553 
HYD	1.57380000e+006	  3.000000e+002	%58.76	    1	0	41	13	   10553 
HYD	1.57410000e+006	  3.000000e+002	%58.77	    1	0	41	13	   10553 
HYD	1.57440000e+006	  3.000000e+002	%58.78	    1	0	31	13	   10553 
HYD	1.57470000e+006	  3.000000e+002	%58.79	    1	0	41	13	   10553 
HYD	1.57500000e+006	  3.000000e+002	%58.80	    1	0	41	13	   10553 
HYD	1.57530000e+006	  3.000000e+002	%58.81	    1	0	10216	13	   10553 
HYD	1.57560000e+006	  3.000000e+002	%58.83	    1	0	41	13	   10553 
HYD	1.57590000e+006	  3.000000e+002	%58.84	    1	0	41	13	   10553 
HYD	1.57620000e+006	  3.000000e+002	%58.85	    1	0	41	13	   10553 
HYD	1.57650000e+006	  3.000000e+002	%58.86	    1	0	41	13	   10553 
HYD	1.57680000e+006	  3.000000e+002	%58.87	    1	0	41	13	   10553 
HYD	1.57710000e+006	  3.000000e+002	%58.88	    1	0	41	13	   10553 
HYD	1.57740000e+006	  3.000000e+002	%58.89	    1	0	41	13	   10553 
HYD	1.57770000e+006	  3.000000e+002	%58.90	    1	0	41	13	   10553 
HYD	1.57800000e+006	  3.000000e+002	%58.92	    1	0	41	13	   10553 
HYD	1.57830000e+006	  3.000000e+002	%58.93	    1	0	41	13	   10553 
HYD	1.57860000e+006	  3.000000e+002	%58.94	    1	0	41	13	   10553 
HYD	1.57890000e+006	  3.000000e+002	%58.95	    1	0	41	13	   10553 
HYD	1.57920000e+006	  3.000000e+002	%58.96	    1	0	41	13	   10553 
HYD	1.57950000e+006	  3.000000e+002	%58.97	    1	0	41	13	   10553 
HYD	1.57980000e+006	  3.000000e+002	%58.98	    1	0	41	13	   10553 
HYD	1.58010000e+006	  3.000000e+002	%58.99	    1	0	41	13	   10553 
HYD	1.58040000e+006	  3.000000e+002	%59.01	    1	0	41	13	   10553 
HYD	1.58070000e+006	  3.000000e+002	%59.02	    1	0	41	13	   10553 
HYD	1.58100000e+006	  3.000000e+002	%59.03	    1	0	41	13	   10553 
HYD	1.58130000e+006	  3.000000e+002	%59.04	    1	0	41	13	   10553 
HYD	1.58160000e+006	  3.000000e+002	%59.05	    1	0	41	13	   10553 
HYD	1.58190000e+006	  3.000000e+002	%59.06	    1	0	2013	13	   10553 
HYD	1.58220000e+006	  3.000000e+002	%59.07	    1	0	41	13	   10553 
HYD	1.58250000e+006	  3.000000e+002	%59.08	    1	0	41	13	   10553 
HYD	1.58280000e+006	  3.000000e+002	%59.09	    1	0	41	13	   10553 
HYD	1.58310000e+006	  3.000000e+002	%59.11	    1	0	41	13	   10553 
HYD	1.58340000e+006	  3.000000e+002	%59.12	    1	0	41	13	   10553 
HYD	1.58370000e+006	  3.000000e+002	%59.13	    1	0	41	13	   10553 
HYD	1.58400000e+006	  3.000000e+002	%59.14	    1	0	41	13	   10553 
HYD	1.58430000e+006	  3.000000e+002	%59.15	    1	0	41	13	   10553 
HYD	1.58460000e+006	  3.000000e+002	%59.16	    1	0	41	13	   10553 
HYD	1.58490000e+006	  3.000000e+002	%59.17	    1	0	41	13	   10553 
HYD	1.58520000e+006	  3.000000e+002	%59.18	    1	0	41	13	   10553 
HYD	1.58550000e+006	  3.000000e+002	%59.20	    1	0	41	13	   10553 
HYD	1.58580000e+006	  3.000000e+002	%59.21	    1	0	41	13	   10553 
HYD	1.58610000e+006	  3.000000e+002	%59.22	    1	0	41	13	   10553 
HYD	1.58640000e+006	  3.000000e+002	%59.23	    1	0	41	13	   10553 
HYD	1.58670000e+006	  3.000000e+002	%59.24	    1	0	41	13	   10553 
HYD	1.58700000e+006	  3.000000e+002	%59.25	    1	0	41	13	   10553 
HYD	1.58730000e+006	  3.000000e+002	%59.26	    1	0	41	13	   10553 
HYD	1.58760000e+006	  3.000000e+002	%59.27	    1	0	41	13	   10553 
HYD	1.58790000e+006	  3.000000e+002	%59.29	    1	0	41	13	   10553 
HYD	1.58820000e+006	  3.000000e+002	%59.30	    1	0	41	13	   10553 
HYD	1.58850000e+006	  3.000000e+002	%59.31	    1	0	41	13	   10553 
HYD	1.58880000e+006	  3.000000e+002	%59.32	    1	0	41	13	   10553 
HYD	1.58910000e+006	  3.000000e+002	%59.33	    1	0	41	13	   10553 
HYD	1.58940000e+006	  3.000000e+002	%59.34	    1	0	41	13	   10553 
HYD	1.58970000e+006	  3.000000e+002	%59.35	    1	0	41	13	   10553 
HYD	1.59000000e+006	  3.000000e+002	%59.36	    1	0	41	13	   10553 
HYD	1.59030000e+006	  3.000000e+002	%59.38	    1	0	41	13	   10553 
HYD	1.59060000e+006	  3.000000e+002	%59.39	    1	0	41	13	   10553 
HYD	1.59090000e+006	  3.000000e+002	%59.40	    1	0	41	13	   10553 
HYD	1.59120000e+006	  3.000000e+002	%59.41	    1	0	41	13	   10553 
HYD	1.59150000e+006	  3.000000e+002	%59.42	    1	0	41	13	   10553 
HYD	1.59180000e+006	  3.000000e+002	%59.43	    1	0	41	13	   10553 
HYD	1.59210000e+006	  3.000000e+002	%59.44	    1	0	41	13	   10553 
HYD	1.59240000e+006	  3.000000e+002	%59.45	    1	0	41	13	   10553 
HYD	1.59270000e+006	  3.000000e+002	%59.46	    1	0	41	13	   10553 
HYD	1.59300000e+006	  3.000000e+002	%59.48	    1	0	41	13	   10553 
HYD	1.59330000e+006	  3.000000e+002	%59.49	    1	0	41	13	   10553 
HYD	1.59360000e+006	  3.000000e+002	%59.50	    1	0	41	13	   10553 
HYD	1.59390000e+006	  3.000000e+002	%59.51	    1	0	41	13	   10553 
HYD	1.59420000e+006	  3.000000e+002	%59.52	    1	0	41	13	   10553 
HYD	1.59450000e+006	  3.000000e+002	%59.53	    1	0	41	13	   10553 
HYD	1.59480000e+006	  3.000000e+002	%59.54	    1	0	41	13	   10553 
HYD	1.59510000e+006	  3.000000e+002	%59.55	    1	0	41	13	   10553 
HYD	1.59540000e+006	  3.000000e+002	%59.57	    1	0	41	13	   10553 
HYD	1.59570000e+006	  3.000000e+002	%59.58	    1	0	41	13	   10553 
HYD	1.59600000e+006	  3.000000e+002	%59.59	    1	0	41	13	   10553 
HYD	1.59630000e+006	  3.000000e+002	%59.60	    1	0	41	13	   10553 
HYD	1.59660000e+006	  3.000000e+002	%59.61	    1	0	41	13	   10553 
HYD	1.59690000e+006	  3.000000e+002	%59.62	    1	0	41	13	   10553 
HYD	1.59720000e+006	  3.000000e+002	%59.63	    1	0	41	13	   10553 
HYD	1.59750000e+006	  3.000000e+002	%59.64	    1	0	41	13	   10553 
HYD	1.59780000e+006	  3.000000e+002	%59.66	    1	0	41	13	   10553 
HYD	1.59810000e+006	  3.000000e+002	%59.67	    1	0	41	13	   10553 
HYD	1.59840000e+006	  3.000000e+002	%59.68	    1	0	41	13	   10553 
HYD	1.59870000e+006	  3.000000e+002	%59.69	    1	0	41	13	   10553 
HYD	1.59900000e+006	  3.000000e+002	%59.70	    1	0	41	13	   10553 
HYD	1.59930000e+006	  3.000000e+002	%59.71	    1	0	41	13	   10553 
HYD	1.59960000e+006	  3.000000e+002	%59.72	    1	0	41	13	   10553 
HYD	1.59990000e+006	  3.000000e+002	%59.73	    1	0	41	13	   10553 
HYD	1.60020000e+006	  3.000000e+002	%59.74	    1	0	41	13	   10553 
HYD	1.60050000e+006	  3.000000e+002	%59.76	    1	0	41	13	   10553 
HYD	1.60080000e+006	  3.000000e+002	%59.77	    1	0	41	13	   10553 
HYD	1.60110000e+006	  3.000000e+002	%59.78	    1	0	41	13	   10553 
HYD	1.60140000e+006	  3.000000e+002	%59.79	    1	0	41	13	   10553 
HYD	1.60170000e+006	  3.000000e+002	%59.80	    1	0	41	13	   10553 
HYD	1.60200000e+006	  3.000000e+002	%59.81	    1	0	41	13	   10553 
HYD	1.60230000e+006	  3.000000e+002	%59.82	    1	0	41	13	   10553 
HYD	1.60260000e+006	  3.000000e+002	%59.83	    1	0	41	13	   10553 
HYD	1.60290000e+006	  3.000000e+002	%59.85	    1	0	41	13	   10553 
HYD	1.60320000e+006	  3.000000e+002	%59.86	    1	0	41	13	   10553 
HYD	1.60350000e+006	  3.000000e+002	%59.87	    1	0	41	13	   10553 
HYD	1.60380000e+006	  3.000000e+002	%59.88	    1	0	41	13	   10553 
HYD	1.60410000e+006	  3.000000e+002	%59.89	    1	0	41	13	   10553 
HYD	1.60440000e+006	  3.000000e+002	%59.90	    1	0	41	13	   10553 
HYD	1.60470000e+006	  3.000000e+002	%59.91	    1	0	41	13	   10553 
HYD	1.60500000e+006	  3.000000e+002	%59.92	    1	0	41	13	   10553 
HYD	1.60530000e+006	  3.000000e+002	%59.94	    1	0	41	13	   10553 
HYD	1.60560000e+006	  3.000000e+002	%59.95	    1	0	41	13	   10553 
HYD	1.60590000e+006	  3.000000e+002	%59.96	    1	0	41	13	   10553 
HYD	1.60620000e+006	  3.000000e+002	%59.97	    1	0	41	13	   10553 
HYD	1.60650000e+006	  3.000000e+002	%59.98	    1	0	41	13	   10553 
HYD	1.60680000e+006	  3.000000e+002	%59.99	    1	0	41	13	   10553 
HYD	1.60710000e+006	  3.000000e+002	%60.00	    1	0	41	13	   10553 
HYD	1.60740000e+006	  3.000000e+002	%60.01	    1	0	41	13	   10553 
HYD	1.60770000e+006	  3.000000e+002	%60.02	    1	0	41	13	   10553 
HYD	1.60800000e+006	  3.000000e+002	%60.04	    1	0	41	13	   10553 
HYD	1.60830000e+006	  3.000000e+002	%60.05	    1	0	41	13	   10553 
HYD	1.60860000e+006	  3.000000e+002	%60.06	    1	0	41	13	   10553 
HYD	1.60890000e+006	  3.000000e+002	%60.07	    1	0	41	13	   10553 
HYD	1.60920000e+006	  3.000000e+002	%60.08	    1	0	41	13	   10553 
HYD	1.60950000e+006	  3.000000e+002	%60.09	    1	0	41	13	   10553 
HYD	1.60980000e+006	  3.000000e+002	%60.10	    1	0	41	13	   10553 
HYD	1.61010000e+006	  3.000000e+002	%60.11	    1	0	41	13	   10553 
HYD	1.61040000e+006	  3.000000e+002	%60.13	    1	0	41	13	   10553 
HYD	1.61070000e+006	  3.000000e+002	%60.14	    1	0	41	13	   10553 
HYD	1.61100000e+006	  3.000000e+002	%60.15	    1	0	41	13	   10553 
HYD	1.61130000e+006	  3.000000e+002	%60.16	    1	0	41	13	   10553 
HYD	1.61160000e+006	  3.000000e+002	%60.17	    1	0	41	13	   10553 
HYD	1.61190000e+006	  3.000000e+002	%60.18	    1	0	41	13	   10553 
HYD	1.61220000e+006	  3.000000e+002	%60.19	    1	0	41	13	   10553 
HYD	1.61250000e+006	  3.000000e+002	%60.20	    1	0	41	13	   10553 
HYD	1.61280000e+006	  3.000000e+002	%60.22	    1	0	41	13	   10553 
HYD	1.61310000e+006	  3.000000e+002	%60.23	    1	0	41	13	   10553 
HYD	1.61340000e+006	  3.000000e+002	%60.24	    1	0	41	13	   10553 
HYD	1.61370000e+006	  3.000000e+002	%60.25	    1	0	41	13	   10553 
HYD	1.61400000e+006	  3.000000e+002	%60.26	    1	0	2123	13	   10553 
HYD	1.61430000e+006	  3.000000e+002	%60.27	    1	0	41	13	   10553 
HYD	1.61460000e+006	  3.000000e+002	%60.28	    1	0	41	13	   10553 
HYD	1.61490000e+006	  3.000000e+002	%60.29	    1	0	41	13	   10553 
HYD	1.61520000e+006	  3.000000e+002	%60.30	    1	0	41	13	   10553 
HYD	1.61550000e+006	  3.000000e+002	%60.32	    1	0	41	13	   10553 
HYD	1.61580000e+006	  3.000000e+002	%60.33	    1	0	41	13	   10553 
HYD	1.61610000e+006	  3.000000e+002	%60.34	    1	0	41	13	   10553 
HYD	1.61640000e+006	  3.000000e+002	%60.35	    1	0	41	13	   10553 
HYD	1.61670000e+006	  3.000000e+002	%60.36	    1	0	41	13	   10553 
HYD	1.61700000e+006	  3.000000e+002	%60.37	    1	0	41	13	   10553 
HYD	1.61730000e+006	  3.000000e+002	%60.38	    1	0	41	13	   10553 
HYD	1.61760000e+006	  3.000000e+002	%60.39	    1	0	41	13	   10553 
HYD	1.61790000e+006	  3.000000e+002	%60.41	    1	0	41	13	   10553 
HYD	1.61820000e+006	  3.000000e+002	%60.42	    1	0	41	13	   10553 
HYD	1.61850000e+006	  3.000000e+002	%60.43	    1	0	41	13	   10553 
HYD	1.61880000e+006	  3.000000e+002	%60.44	    1	0	41	13	   10553 
HYD	1.61910000e+006	  3.000000e+002	%60.45	    1	0	41	13	   10553 
HYD	1.61940000e+006	  3.000000e+002	%60.46	    1	0	41	13	   10553 
HYD	1.61970000e+006	  3.000000e+002	%60.47	    1	0	41	13	   10553 
HYD	1.62000000e+006	  3.000000e+002	%60.48	    1	0	41	13	   10553 
HYD	1.62030000e+006	  3.000000e+002	%60.50	    1	0	41	13	   10553 
HYD	1.62060000e+006	  3.000000e+002	%60.51	    1	0	41	13	   10553 
HYD	1.62090000e+006	  3.000000e+002	%60.52	    1	0	41	13	   10553 
HYD	1.62120000e+006	  3.000000e+002	%60.53	    1	0	41	13	   10553 
HYD	1.62150000e+006	  3.000000e+002	%60.54	    1	0	41	13	   10553 
HYD	1.62180000e+006	  3.000000e+002	%60.55	    1	0	41	13	   10553 
HYD	1.62210000e+006	  3.000000e+002	%60.56	    1	0	41	13	   10553 
HYD	1.62240000e+006	  3.000000e+002	%60.57	    1	0	41	13	   10553 
